TQ,NDI,C,RDP,DPQ,OU,DFT,DFO
4,2211,2,61,2,3,2046,158
2,2757,4,103,3,2,1428,716
4,303,3,154,3,3,411,32
4,321,2,11,3,3,298,23
2,2504,2,14,3,2,1255,631
2,1183,2,96,3,2,639,320
4,1255,5,1,2,4,1130,113
4,2821,4,187,4,3,2707,210
3,290,1,24,3,2,219,47
2,400,3,13,2,4,206,186
4,2382,4,33,3,1,2172,73
1,334,5,35,3,4,110,233
2,84,4,11,4,4,47,43
4,27,3,39,3,1,59,2
2,675,1,36,4,3,355,248
4,90,2,56,3,1,131,4
1,517,3,212,3,1,218,153
3,1373,4,121,4,1,1045,135
3,2782,3,243,2,2,2118,454
4,2079,3,39,3,2,1907,105
3,1575,3,65,3,4,1147,443
3,499,3,136,3,1,443,57
3,1413,4,86,3,4,1052,402
2,2644,4,33,4,2,1338,669
2,1944,1,21,3,4,979,886
2,2755,5,192,3,1,1474,441
4,906,4,15,3,4,828,83
3,2,2,68,4,5,48,19
4,2850,3,20,3,2,2580,145
4,733,3,50,3,2,703,40
2,10,3,97,4,2,53,27
3,75,4,496,2,3,399,120
2,1077,4,180,4,2,630,313
4,613,5,139,3,4,677,67
3,57,3,26,2,2,57,13
1,2998,2,92,3,1,926,646
3,277,3,77,3,1,247,32
2,2816,3,100,3,2,1454,729
1,311,5,13,3,5,96,113
2,301,1,8,4,4,154,139
4,14,3,12,2,2,23,1
2,551,3,27,3,4,289,260
2,926,2,321,3,4,623,561
4,1241,3,135,3,5,1241,121
3,781,4,26,2,5,564,218
3,1571,3,296,2,5,1305,504
3,2549,3,21,4,3,1793,542
4,350,3,184,3,2,480,27
2,166,2,7,3,5,86,43
2,171,4,27,3,3,99,69
3,790,2,78,4,2,607,130
3,2163,5,54,3,3,1553,464
3,1389,4,1,3,4,973,375
3,147,1,88,2,4,164,63
4,2770,5,388,3,1,2846,93
3,1095,4,352,3,5,1014,130
5,82,3,40,3,4,85,33
3,1188,5,217,3,2,982,211
5,2935,3,23,4,2,2072,442
3,859,4,18,2,3,615,183
3,2483,2,283,2,1,1933,248
2,1318,2,153,2,2,736,367
4,416,3,4,4,5,378,20
3,1872,4,29,2,1,1332,170
2,2871,2,84,3,1,1479,445
4,2701,2,33,3,3,2458,193
3,2757,3,60,4,4,1975,758
2,2942,2,43,4,1,1489,448
2,1663,5,79,4,5,871,261
3,2292,4,305,3,3,1817,546
4,1092,4,91,4,5,1065,82
3,699,3,1,4,1,489,63
3,970,2,39,4,2,705,151
4,383,4,38,3,2,378,21
2,1084,5,96,3,2,590,295
3,247,2,33,3,5,195,42
2,12,5,50,4,2,30,15
3,867,5,117,3,4,688,266
5,964,1,101,2,1,746,95
4,580,5,57,3,4,572,58
2,99,4,129,3,4,114,102
2,99,5,3,2,4,51,45
2,759,3,11,2,5,383,348
3,480,2,79,3,3,391,117
2,2568,3,12,3,4,1291,1158
2,236,5,131,3,3,183,129
2,2036,2,17,3,4,1026,925
3,1805,5,226,4,1,1420,183
3,1857,3,8,3,3,1307,390
3,1171,4,113,3,3,898,269
2,546,3,60,4,4,304,271
2,97,3,16,3,4,56,51
4,2821,3,330,2,1,2836,95
2,1183,3,140,3,5,662,197
3,86,4,96,2,3,127,38
2,2923,4,8,2,1,1465,438
4,2848,3,436,3,4,2960,291
4,216,4,11,4,3,204,16
4,1098,4,0,2,4,987,99
3,149,3,1,3,2,105,22
2,1047,5,81,4,4,563,508
3,2972,2,80,3,3,2135,642
4,2350,3,40,3,4,2149,216
4,787,3,5,3,1,713,23
4,733,5,70,3,3,722,56
2,2398,2,67,3,2,1227,617
2,103,5,460,3,3,281,197
4,12,1,238,3,5,225,17
3,477,3,222,3,1,488,63
3,480,1,491,3,2,677,147
3,1669,3,95,3,1,1234,158
3,364,4,48,4,2,288,61
2,1242,4,97,2,3,667,469
3,276,4,8,3,1,198,25
4,1951,2,7,3,4,1760,178
4,1434,5,17,2,5,1304,132
2,1011,1,396,3,4,704,633
2,942,2,0,2,3,470,330
5,1403,1,65,4,5,735,513
4,95,3,19,3,3,102,8
3,12,1,21,3,3,23,6
2,629,1,15,3,5,323,224
3,1234,1,44,3,4,894,345
2,2904,4,83,3,4,1495,1342
3,581,4,93,3,3,471,142
3,107,4,437,2,3,381,114
2,1,4,38,3,1,19,6
4,1103,3,14,3,2,1002,57
2,294,2,407,3,3,350,245
4,478,3,14,3,2,442,24
2,510,4,55,4,1,282,84
4,2754,4,299,3,3,2745,215
1,848,4,415,4,3,380,618
4,2892,3,57,4,4,2648,271
4,786,3,23,3,3,728,56
3,185,4,183,3,4,257,99
3,816,4,185,2,2,701,150
3,9,2,77,3,1,60,7
2,268,3,462,2,3,365,255
2,969,4,554,2,5,759,534
3,219,5,94,3,5,219,65
3,1126,3,85,4,3,849,253
4,35,5,31,3,4,59,6
1,127,3,46,3,1,51,36
3,45,3,146,3,2,133,29
3,1716,1,19,3,1,1215,156
2,942,4,46,3,3,493,346
2,119,3,70,3,5,94,66
2,38,5,19,3,1,28,8
3,2900,5,45,3,3,2058,620
4,2985,4,101,4,5,2779,215
4,1215,4,117,2,4,1199,119
3,161,3,72,4,4,163,62
4,166,2,149,3,1,283,9
3,1873,3,747,3,2,1835,393
2,1483,3,53,2,4,764,694
4,896,3,131,3,3,924,72
3,2967,4,77,3,1,2128,276
3,2334,4,14,3,4,1639,638
4,715,5,50,3,4,689,68
3,2108,3,97,4,5,1542,596
2,1447,4,28,4,1,735,221
4,283,4,90,4,3,335,26
3,182,2,37,4,2,153,32
1,2950,3,30,3,4,893,1880
3,2778,5,6,3,5,1952,749
3,460,5,113,3,2,401,85
3,2762,4,30,2,2,1954,419
3,1812,4,277,3,3,1463,438
2,99,1,34,4,5,66,46
3,1062,4,286,3,1,943,122
4,2879,1,172,3,1,2742,92
2,111,4,66,3,5,88,26
4,315,4,75,2,3,350,27
4,259,4,181,3,4,395,40
2,2192,2,35,3,4,1112,1001
2,892,2,82,2,1,486,145
2,2881,5,227,4,5,1558,466
4,572,4,24,3,1,537,17
3,1709,4,44,4,5,1223,159
1,740,4,67,4,2,242,282
2,471,2,478,2,1,474,143
3,1259,4,394,4,5,1157,148
4,2459,4,34,3,3,2246,172
2,140,4,165,2,4,151,138
2,200,3,300,2,3,250,174
4,1658,1,62,4,4,1550,152
2,201,1,320,4,2,260,130
3,2758,5,186,4,2,2063,439
3,61,3,473,3,2,373,80
4,50,2,74,4,4,111,11
4,329,5,41,2,3,332,26
4,507,3,262,3,1,692,23
3,2824,3,4,3,4,1981,762
3,960,4,285,3,2,871,187
4,177,2,97,3,2,246,13
3,2426,3,174,4,3,1820,546
2,2980,1,25,3,4,1503,1351
3,1702,2,15,3,5,1200,465
4,1752,3,4,3,5,1581,157
3,2755,3,114,4,2,2004,432
3,134,2,149,4,5,197,43
3,1351,2,440,2,3,1253,376
3,1066,5,270,3,4,937,358
2,1117,4,0,2,1,558,167
4,65,4,77,3,5,127,4
3,582,2,126,3,3,494,150
3,275,3,533,4,4,565,218
3,632,3,31,2,4,463,180
3,501,3,33,3,2,373,80
2,2491,4,49,3,1,1267,381
3,1469,5,74,4,3,1082,322
2,2049,4,27,3,2,1037,521
3,211,1,74,3,5,199,43
3,58,2,43,4,4,70,27
4,136,3,11,3,2,132,7
2,2747,1,32,3,3,1391,971
2,2896,5,109,3,1,1505,451
2,1683,5,28,4,5,858,256
4,1237,5,1,3,3,1113,87
4,67,2,618,4,4,615,63
1,925,3,27,2,4,287,598
3,2901,1,0,4,3,2032,608
3,2861,4,37,4,5,2028,608
4,2794,2,303,2,1,2786,93
4,455,1,145,3,4,539,54
3,45,3,221,2,3,185,56
3,163,5,66,2,5,160,48
5,376,4,195,2,2,399,85
3,2308,3,347,3,3,1857,558
4,1639,1,32,3,3,1507,114
2,1459,5,61,2,3,761,531
2,1914,3,323,4,2,1116,561
1,580,2,8,3,3,175,289
3,306,2,105,3,3,287,86
2,2962,5,66,2,2,1508,760
2,1886,1,153,3,3,1019,714
2,2981,2,80,3,3,1531,1072
2,861,2,51,3,1,455,137
4,249,2,60,3,2,277,16
2,358,2,164,4,4,261,234
3,1129,4,29,3,4,809,314
2,422,2,239,3,1,330,99
2,2131,3,122,2,1,1123,339
5,741,3,14,3,1,377,113
4,117,1,229,3,2,311,17
4,2781,2,12,3,2,2511,140
2,782,4,30,3,5,405,203
2,1126,2,220,4,5,672,336
4,70,1,21,2,4,81,8
3,227,4,212,2,1,307,39
3,1776,3,4,3,3,1243,375
4,147,4,29,3,5,158,12
3,1192,2,1086,4,5,1597,475
3,809,3,188,2,4,697,270
3,121,5,155,3,4,193,74
2,907,4,98,3,2,501,252
2,210,4,44,3,2,126,63
2,846,2,15,3,3,430,302
4,1046,3,204,3,3,1126,86
4,233,3,36,3,1,242,8
3,95,4,25,2,3,84,25
4,1698,3,1,3,5,1530,118
2,1390,2,38,3,3,713,500
4,227,4,20,2,3,222,17
2,2940,1,342,3,5,1641,1148
2,267,4,136,4,3,200,142
2,2794,3,10,2,1,1400,421
4,543,3,26,3,4,512,51
2,1496,3,83,3,1,787,237
3,769,1,137,3,3,635,189
4,132,3,136,4,2,240,13
4,79,2,86,3,4,148,15
4,52,3,13,3,1,58,2
3,553,1,43,3,4,417,161
3,484,3,197,3,4,476,184
4,43,1,20,2,2,56,3
4,2595,4,91,3,1,2415,81
1,2859,2,239,3,2,929,1088
3,985,1,86,4,3,750,224
3,39,1,521,4,2,392,84
4,97,5,200,3,2,266,15
3,180,2,145,3,5,227,48
4,662,3,99,3,1,685,22
4,485,4,17,4,5,452,14
3,1895,2,269,3,5,1513,195
3,1242,4,31,4,3,892,266
4,176,2,153,3,5,295,23
4,2251,4,22,3,3,2045,159
2,2624,5,89,3,5,1356,949
2,106,3,187,2,2,146,73
2,2441,2,48,2,5,1246,623
2,65,3,324,2,1,193,58
3,2893,4,12,3,5,2032,261
2,2866,5,136,4,1,1499,450
4,1670,2,24,4,3,1525,118
2,160,3,65,4,5,112,79
2,1379,4,152,4,5,764,537
2,2824,1,94,4,5,1462,1016
4,26,2,92,4,2,106,6
4,72,3,2,3,3,66,5
3,1588,5,59,3,1,1154,147
4,630,3,135,3,4,688,69
3,277,3,17,3,2,205,44
4,2354,5,166,3,3,2269,175
5,2427,5,53,4,3,2230,174
2,289,2,60,3,1,174,52
2,1374,4,87,4,4,729,659
4,971,2,394,3,2,1227,68
4,1317,1,4,3,2,1191,65
2,2292,2,226,3,5,1255,630
3,370,5,15,4,2,269,58
1,2938,4,4,2,1,884,613
4,31,3,133,3,4,147,15
2,2765,1,25,3,3,1394,977
4,455,3,471,3,4,832,84
3,957,4,21,4,5,685,263
3,101,2,108,3,5,146,56
2,102,3,309,4,5,205,185
3,269,5,24,3,3,205,61
3,2761,3,4,3,3,1935,579
2,2793,3,14,2,4,1403,1263
2,1071,4,268,3,2,670,335
1,1798,2,8,4,2,541,632
4,706,5,96,3,4,721,72
2,1940,2,0,3,5,971,873
4,2305,2,49,3,4,2121,209
3,473,5,69,3,2,379,81
2,381,2,137,3,4,259,232
4,498,4,34,3,3,479,37
3,2975,2,80,3,5,2141,638
4,565,2,28,4,3,533,42
3,1038,1,12,4,1,733,94
2,97,3,17,4,5,56,17
2,233,3,45,3,5,139,41
4,2760,3,20,2,3,2498,197
3,2892,5,48,2,3,2060,616
1,1117,3,172,3,5,386,631
5,2808,2,47,3,5,854,1397
5,1231,4,1401,3,4,790,1657
3,676,1,50,3,3,507,153
5,642,5,18,2,3,462,138
2,1753,3,146,3,3,948,666
1,503,3,11,3,3,154,251
3,1703,5,167,3,4,1309,504
3,157,1,12,2,4,118,45
3,84,3,46,4,3,90,27
5,1117,2,211,3,5,931,277
3,2892,5,17,4,2,2036,437
2,381,4,96,3,2,238,119
2,98,2,10,4,2,53,27
5,582,2,482,3,4,532,479
3,147,2,182,3,2,230,49
2,2763,1,61,3,2,1407,708
4,861,5,0,3,2,773,43
5,1059,2,61,3,4,1007,101
3,196,5,14,3,1,146,19
4,114,3,45,3,3,143,11
2,594,4,45,3,1,319,95
3,1329,4,231,3,1,1094,139
4,186,3,413,2,1,538,18
4,1205,5,25,2,3,1107,86
4,365,4,188,2,2,497,27
2,1325,5,136,3,5,728,366
5,1209,4,151,2,2,677,340
4,1473,4,113,3,1,1426,48
3,1852,2,169,3,5,1415,182
3,1094,3,55,3,1,803,104
4,89,3,38,3,2,114,6
2,2924,5,44,3,4,1478,1341
3,2950,3,412,2,4,2355,906
2,2975,5,62,2,4,1519,1366
4,11,2,192,2,5,182,18
2,2833,4,24,3,1,1429,430
3,2362,4,53,3,3,1692,505
4,427,4,3,2,4,387,38
2,2904,4,371,3,5,1637,1472
4,1514,4,6,3,1,1365,46
4,774,5,112,2,2,798,43
4,2270,2,12,3,3,2054,159
4,2789,4,5,3,2,2520,136
3,1457,4,79,3,4,1078,412
1,424,3,7,3,3,129,211
5,60,3,39,4,4,29,62
4,340,2,101,3,5,396,40
1,511,2,300,2,2,243,285
2,2960,4,116,3,1,1535,463
4,675,2,15,4,1,620,21
4,2747,5,226,3,4,2672,270
1,1773,1,90,3,5,558,1172
2,282,2,166,3,1,224,67
3,2741,3,632,3,5,2361,305
3,761,3,70,3,5,581,75
2,1061,3,126,3,2,590,298
2,1909,2,96,2,4,1001,903
4,2995,4,55,2,2,2742,154
2,2105,4,173,2,2,1142,566
4,1742,4,259,2,2,1800,100
5,581,3,125,3,5,635,35
4,615,2,59,3,4,606,61
2,2354,2,28,3,5,1191,1072
1,370,3,12,3,5,114,241
4,42,2,200,3,5,217,22
5,60,2,32,2,3,82,7
5,115,4,28,3,4,128,13
4,457,5,11,4,5,420,43
2,217,4,407,3,1,311,93
3,237,2,14,3,1,175,22
2,953,1,19,3,3,487,339
4,333,1,572,3,3,814,63
3,1721,2,18,3,5,1217,364
3,278,4,42,3,5,224,67
4,3,2,23,2,3,23,2
4,29,3,56,3,3,76,6
2,2833,4,71,3,2,1449,729
3,501,2,2,2,4,351,136
4,217,2,9,3,5,203,20
2,1036,4,719,3,2,879,437
4,2333,4,10,3,3,2109,163
3,1349,2,194,4,1,1079,139
4,732,5,54,3,4,707,71
3,739,2,55,2,4,554,215
3,2787,2,526,3,5,2317,898
4,2869,3,67,3,3,2646,203
2,2381,3,49,3,1,1211,363
3,2919,5,210,2,2,2191,468
4,1879,1,34,3,5,1721,96
4,23,2,165,3,4,169,17
4,84,3,123,3,1,186,6
3,232,2,144,3,2,262,56
3,27,2,216,2,1,170,21
2,2836,4,160,3,1,1501,448
4,628,5,49,2,1,609,20
2,35,2,82,3,1,58,17
3,1153,3,93,2,4,872,336
3,301,3,242,2,5,380,146
4,2934,4,127,2,1,2751,92
4,152,5,161,2,3,281,22
3,2327,4,51,2,3,1667,497
4,897,3,63,3,2,864,47
3,1920,3,15,4,2,1354,289
4,392,5,62,2,1,407,14
4,203,1,166,2,1,332,11
3,258,3,46,3,5,213,27
2,1187,4,677,3,4,933,838
3,114,2,32,3,5,102,39
4,2986,3,77,4,1,2759,90
3,2389,4,33,3,1,1699,217
4,1327,4,34,2,2,1224,68
3,1214,3,16,3,4,863,330
3,213,3,309,2,1,365,47
2,2854,2,23,3,2,1440,717
4,1288,5,196,3,2,1335,74
4,141,2,143,3,5,255,14
2,1026,2,43,4,3,534,374
2,1409,2,132,2,5,771,538
4,1015,1,210,3,3,1102,86
4,1428,4,13,3,1,1295,43
3,96,5,424,4,2,363,78
4,2340,4,175,4,4,2263,226
4,1230,4,86,3,4,1184,118
2,50,3,60,3,4,54,50
2,2879,4,137,3,2,1508,754
2,43,3,326,3,5,184,92
2,1039,5,497,3,5,768,382
4,611,2,30,3,3,577,44
3,172,2,11,3,5,128,38
3,986,1,40,3,4,719,276
3,2956,1,98,3,4,2140,822
3,1958,5,37,3,1,1395,180
4,2738,2,44,2,5,2506,82
2,1021,1,624,1,5,821,247
4,592,5,183,3,2,697,38
2,925,4,118,4,1,523,156
3,359,2,64,4,3,295,89
2,302,3,143,3,1,221,67
2,2955,4,44,3,3,1496,1052
3,1006,2,72,2,3,754,226
4,16,2,121,3,5,123,9
4,24,3,174,3,3,177,14
4,1068,5,22,2,3,981,76
2,2774,3,135,3,1,1452,436
2,2467,2,94,3,5,1279,385
3,796,3,12,2,1,566,72
4,208,3,33,2,2,217,12
3,305,4,127,3,2,302,65
2,866,3,46,3,1,457,136
3,151,3,220,3,1,259,33
2,105,4,0,3,3,52,37
3,582,2,110,5,1,485,62
2,1939,5,2,4,3,968,680
2,1268,1,4,2,2,636,318
3,2821,4,48,3,1,2000,259
2,444,4,45,4,3,244,171
4,2067,3,65,2,5,1916,151
3,339,2,155,4,4,345,133
4,2033,2,181,2,4,1993,198
4,2800,4,32,3,2,2546,142
4,65,1,0,4,1,58,2
4,1694,4,11,5,5,1534,51
4,873,4,95,3,1,869,29
1,344,3,162,3,4,151,319
4,2892,3,57,2,3,2654,206
2,1385,3,413,3,5,901,627
4,956,3,61,4,2,914,51
3,174,3,294,3,1,327,42
4,384,1,23,3,1,366,12
5,54,4,162,3,3,194,15
2,75,4,391,3,4,233,209
3,1155,2,2,3,2,810,173
4,1415,3,15,4,3,1286,100
4,1332,1,5,2,3,1202,94
3,666,3,160,4,4,576,225
3,2951,3,381,4,4,2333,899
3,2872,3,330,4,3,2242,672
2,1174,5,254,2,5,713,500
2,127,5,46,3,1,86,26
3,742,3,105,2,1,591,76
2,2770,5,208,3,3,1490,1041
5,1824,2,161,3,2,990,497
3,1488,5,32,3,4,1067,407
3,2416,4,493,4,3,2033,613
3,2935,2,66,2,3,2099,632
3,647,4,67,3,4,500,192
2,1755,1,11,2,1,885,265
3,224,3,497,3,1,504,65
5,142,4,31,4,4,120,47
2,2917,4,117,3,4,1517,1366
4,56,3,403,4,2,413,23
3,2277,2,299,3,2,1801,388
4,1556,3,9,3,5,1406,79
4,2963,1,2,2,3,2670,206
2,164,5,68,3,2,115,58
4,66,1,45,3,3,99,8
3,1171,5,26,3,2,838,179
4,84,2,421,2,5,454,25
4,1241,4,246,3,4,1339,133
3,1397,4,13,3,5,987,380
3,857,2,84,3,1,659,84
3,453,2,9,4,2,323,69
2,1365,4,104,2,3,732,516
2,452,4,20,4,1,236,70
1,272,1,25,2,5,88,62
3,2945,4,91,2,4,2127,816
2,93,2,3,3,4,48,43
3,1163,3,41,3,4,843,324
3,139,3,3,4,3,99,30
3,719,2,25,2,3,521,155
2,2304,2,27,2,2,1166,582
2,676,3,55,3,4,365,328
4,1204,3,130,3,2,1202,66
2,257,3,110,3,4,183,165
1,322,4,212,4,1,159,112
4,555,2,48,2,4,542,54
3,81,1,18,3,3,69,21
4,307,2,53,3,3,323,25
2,430,5,36,3,3,233,163
3,760,4,68,4,4,578,224
3,1628,4,307,3,1,1355,173
2,268,3,69,4,1,168,50
3,1384,3,51,2,2,1005,214
3,210,2,314,2,3,366,110
2,337,3,123,4,2,230,114
2,473,4,48,2,2,260,130
4,2964,5,20,3,3,2681,212
4,185,1,13,4,3,178,13
4,590,1,170,2,2,684,38
2,1373,5,66,3,2,718,360
3,1352,2,61,2,4,989,381
4,1325,1,30,3,3,1217,96
4,2013,2,35,3,1,1843,61
2,22,3,6,2,5,13,4
3,1497,3,217,3,1,1197,153
3,281,2,47,3,5,229,29
4,2985,4,7,3,1,2697,88
4,18,4,213,3,3,207,16
4,534,4,222,3,2,681,37
3,1921,4,81,3,5,1402,300
4,60,5,59,3,1,107,3
3,1580,3,66,4,3,1151,346
1,1801,1,21,3,5,544,894
2,726,5,250,3,3,487,341
4,101,3,18,3,1,107,3
4,2048,3,24,4,5,1864,62
3,69,3,152,5,4,155,59
3,870,4,144,3,5,710,273
3,1767,4,46,3,3,1268,382
4,185,4,575,3,5,683,53
4,297,2,357,4,2,588,33
4,2086,5,488,2,4,2317,231
4,1900,4,19,3,5,1724,175
3,72,2,14,3,1,60,7
2,573,2,187,2,2,380,189
4,2923,2,58,2,5,2680,150
2,2815,5,54,2,4,1435,1292
2,11,1,180,3,4,95,86
2,1549,3,8,4,1,778,233
2,970,2,24,4,4,495,449
2,418,4,28,2,5,222,201
1,36,5,159,2,5,58,123
2,1643,3,61,3,2,852,424
4,840,3,68,3,5,817,45
2,75,4,19,4,3,46,33
2,553,4,99,4,3,326,227
3,1763,3,106,3,3,1304,395
4,854,1,107,3,4,865,86
1,629,4,15,4,4,193,406
2,781,2,132,3,5,456,411
1,808,2,91,2,2,268,316
2,2942,4,15,4,4,1478,1330
1,2317,4,13,3,2,696,816
4,2882,1,18,3,2,2608,146
2,418,2,138,2,3,276,195
3,1268,5,56,4,5,926,279
4,1143,2,97,3,5,1113,89
2,1412,2,4,2,2,706,355
2,2865,2,19,3,5,1442,720
3,176,4,23,4,3,139,41
3,2983,1,182,3,2,2218,474
2,77,5,17,3,3,47,32
1,678,1,165,3,3,252,413
1,2368,1,31,2,1,719,500
4,1077,2,4,3,2,972,54
3,596,4,103,3,1,489,62
2,2769,4,187,3,5,1481,441
4,543,2,7,3,4,493,51
3,13,5,137,3,3,105,31
3,20,4,113,3,2,92,20
4,1927,4,76,3,5,1800,101
3,271,3,22,3,1,205,26
2,1721,3,32,2,5,874,264
4,528,2,55,3,4,523,53
4,962,4,13,2,4,877,88
3,2473,4,16,4,1,1738,226
3,472,5,310,3,2,546,118
2,2366,4,5,3,3,1187,827
3,64,4,58,3,2,85,18
3,2848,1,21,3,3,2005,603
3,2843,1,366,3,1,2245,289
1,448,1,141,4,2,176,206
4,221,3,100,4,1,288,9
3,2018,1,73,3,1,1463,188
5,111,5,195,3,1,214,27
4,2825,2,8,3,1,2549,85
3,1347,3,332,3,2,1172,253
4,874,3,191,3,1,960,31
3,469,3,19,3,5,341,44
2,2995,5,24,3,4,1509,1355
3,351,5,72,3,5,295,115
3,272,3,33,3,4,213,82
2,2775,5,41,2,2,1408,703
2,2568,4,37,4,4,1302,1173
2,1607,3,118,3,3,863,602
4,603,5,24,3,3,563,44
3,846,4,83,4,2,649,139
1,1870,4,25,2,3,570,929
3,445,2,89,3,5,373,112
3,853,4,68,3,4,644,249
3,2918,4,95,4,1,2102,274
3,2752,2,51,2,5,1960,252
2,1092,1,89,2,2,590,295
1,12,4,6,4,5,5,6
2,2345,5,67,2,2,1201,603
3,2407,3,6,4,4,1681,659
2,159,2,108,2,3,133,93
3,47,3,30,4,2,53,12
1,2468,5,41,3,3,751,1233
3,204,3,34,3,1,166,21
2,201,4,55,3,5,128,38
3,405,4,143,3,4,382,149
4,2362,3,153,3,3,2263,176
4,309,3,4,3,3,281,22
3,672,3,60,3,4,511,198
4,240,2,39,3,5,251,25
3,445,2,35,3,5,335,130
5,1177,5,38,3,1,847,109
3,2829,1,37,2,5,2007,256
2,2795,4,130,3,3,1465,1021
4,928,3,94,4,3,919,72
4,2086,4,32,3,2,1910,104
2,480,4,2,3,4,242,215
4,125,3,150,2,5,247,25
1,141,4,6,2,1,44,30
3,725,3,174,4,4,631,241
3,2332,4,91,3,5,1696,655
4,32,1,1,2,5,29,3
5,2823,3,75,3,1,2607,87
4,798,5,78,3,2,787,44
3,2949,5,54,2,1,2107,268
2,609,2,8,4,1,308,92
3,1424,4,469,4,3,1322,399
3,810,4,32,3,3,590,176
4,436,2,233,3,2,601,33
4,2951,1,77,3,5,2724,151
4,1064,2,11,2,3,967,75
2,2075,2,38,3,1,1054,316
3,1954,4,80,3,3,1425,425
3,662,3,17,3,5,474,143
4,505,3,16,3,4,469,46
3,1506,2,118,3,1,1140,145
3,543,1,36,4,3,405,121
3,2877,4,10,4,1,2020,260
3,1313,4,99,3,5,988,127
3,1627,4,4,3,1,1140,148
3,1154,4,5,4,1,810,104
4,2845,2,29,2,5,2588,85
2,813,4,21,3,1,417,125
3,1924,4,79,3,3,1403,418
3,1276,3,71,3,1,943,121
4,78,2,53,2,1,117,4
4,2309,2,474,2,3,2502,196
2,1047,4,104,3,2,577,286
5,580,5,146,2,4,363,326
3,104,3,236,2,1,237,30
4,75,3,17,3,4,82,8
3,457,4,62,3,3,362,110
2,725,2,84,4,4,405,363
4,929,2,71,3,3,900,70
2,2922,2,112,3,3,1518,1061
3,110,5,195,3,2,213,45
2,1095,3,104,2,4,597,541
3,905,2,63,3,5,677,261
4,98,2,153,4,3,225,18
1,1505,2,285,3,5,537,877
3,799,2,292,3,4,763,295
2,318,2,535,3,2,426,212
3,596,3,112,3,4,495,191
4,32,4,112,3,4,129,13
4,1722,3,462,2,3,1966,152
3,113,5,19,3,3,92,27
2,600,4,59,3,4,329,296
4,2054,4,83,2,4,1923,192
4,139,4,36,2,2,157,9
2,544,4,195,3,5,368,186
3,2595,3,13,4,5,1825,392
3,1867,2,9,3,5,1311,282
4,41,3,67,3,2,97,5
3,1961,3,239,4,2,1539,329
2,1028,4,134,4,1,579,174
3,379,2,152,2,4,371,144
3,267,5,616,3,2,619,131
1,300,1,53,3,3,105,173
3,236,4,84,3,4,224,86
3,1447,4,1,3,3,1013,304
4,744,4,27,4,3,693,54
3,2820,3,88,4,3,2042,606
3,2850,5,58,3,1,2037,260
4,990,3,262,3,4,1127,112
3,2816,4,80,4,4,2033,774
4,1764,4,65,4,5,1648,162
2,1999,4,104,3,3,1053,734
4,534,3,17,3,1,497,16
3,91,1,6,3,2,68,14
1,1134,2,404,3,2,463,538
3,13,3,78,2,3,63,19
2,1467,3,122,2,5,796,554
3,1311,3,45,3,5,947,286
3,2802,5,48,3,2,1993,429
2,1915,5,39,3,3,981,680
2,360,2,320,3,4,339,306
2,81,4,381,4,1,230,69
4,2679,3,42,3,3,2443,195
3,1231,4,28,3,5,879,265
3,1255,3,30,3,1,899,115
3,643,5,29,3,2,469,101
2,1624,1,3,3,3,811,572
1,1406,3,244,3,1,492,348
2,2985,4,183,4,3,1583,1108
3,2965,1,244,3,3,2243,676
4,2285,2,128,2,3,2173,167
3,981,3,26,3,4,704,272
2,891,2,57,2,2,474,237
3,38,3,7,3,4,31,12
1,2562,4,59,3,3,783,1289
4,1326,4,55,4,2,1243,69
2,2792,5,18,3,2,1401,705
2,337,5,5,3,1,170,51
2,2467,3,27,5,5,1249,371
4,139,3,15,2,2,138,7
3,537,4,135,3,2,470,101
3,1005,3,115,3,3,785,234
4,187,2,516,3,2,633,34
3,1800,3,0,3,3,1261,378
2,2853,4,55,3,3,1451,1021
3,304,2,18,3,5,225,67
3,2044,4,29,3,3,1451,434
3,442,3,363,3,3,564,168
4,1323,1,205,4,2,1374,77
4,97,2,90,4,2,168,9
2,1055,3,19,4,3,536,377
3,2890,3,194,3,3,2156,650
4,2129,4,61,3,1,1972,65
4,666,4,26,2,2,623,34
2,2699,3,20,3,2,1357,681
2,1185,3,124,2,3,655,457
3,494,2,67,4,2,392,84
2,1765,4,482,3,3,1125,784
3,232,1,37,4,3,188,56
4,75,1,63,3,3,124,9
1,2466,2,126,3,2,782,907
4,616,2,127,4,1,669,22
4,28,3,118,4,2,131,7
2,10,1,119,3,4,64,58
2,135,4,147,3,3,140,99
3,2871,2,9,3,1,2019,258
2,556,2,18,3,2,286,144
5,180,4,98,2,2,138,70
1,2876,5,131,3,4,905,1889
1,2996,3,111,4,1,935,650
4,189,4,117,4,3,274,22
4,2998,3,21,3,2,2715,152
2,2850,3,11,2,3,1434,997
1,160,5,29,3,5,57,92
2,662,4,769,3,5,714,502
3,374,4,2,3,3,263,78
4,155,2,189,5,4,309,31
3,46,3,291,3,4,235,91
3,1287,3,196,3,2,1036,223
3,616,4,27,3,4,450,173
3,1015,3,3,2,1,711,92
3,168,3,108,4,3,193,58
2,1356,4,26,3,1,692,206
2,2762,3,354,3,4,1557,1405
2,2813,2,110,3,4,1463,1310
3,441,2,112,4,4,386,150
2,1994,3,69,4,3,1030,723
2,1122,2,64,4,4,591,535
1,1195,5,115,3,3,394,641
